구분,충전소ID(cs_id),충전소명(cs_name),우편번호(zcode),충전기명(cp_name),커넥터 ID(connector_id),충전시작일시(start_timestamp),충전종료일시(stop_timestamp),충전시간(charging_time),충전요금(합계) (charging_fee),hour,charging_type
417,1,한전KDN 본사,58322,급속-100-02,2.0,2025-08-01 10:45:00,2025-08-01 11:49,1:04:06,11713,10.0,급속
418,1,한전KDN 본사,58322,급속-100-02,1.0,2025-08-01 09:33:00,2025-08-01 10:16,0:42:56,13904,9.0,급속
419,1,한전KDN 본사,58322,급속-200-01,1.0,2025-08-01 08:29:00,2025-08-01 8:52,0:22:27,11777,8.0,급속
420,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-31 19:15:00,2025-07-31 20:37,1:22:24,32628,19.0,급속
421,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-31 18:50:00,2025-07-31 19:15,0:25:03,2960,18.0,급속
422,1,한전KDN 본사,58322,완속-007-01,3.0,2025-07-31 12:47:00,2025-07-31 18:35,5:48:08,5533,12.0,완속
423,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-31 12:56:00,2025-07-31 13:54,0:58:19,11720,12.0,급속
424,1,한전KDN 본사,58322,급속-200-01,2.0,2025-07-31 13:10:00,2025-07-31 13:43,0:33:42,14879,13.0,급속
425,1,한전KDN 본사,58322,급속-100-01,2.0,2025-07-31 13:09:00,2025-07-31 13:35,0:26:11,11985,13.0,급속
426,1,한전KDN 본사,58322,완속-007-01,5.0,2025-07-31 07:46:00,2025-07-31 12:15,4:29:00,9831,7.0,완속
427,1,한전KDN 본사,58322,완속-007-01,1.0,2025-07-31 08:38:00,2025-07-31 11:39,3:01:10,3237,8.0,완속
428,1,한전KDN 본사,58322,완속-007-01,3.0,2025-07-31 08:26:00,2025-07-31 11:33,3:07:46,3499,8.0,완속
429,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-30 23:43:00,2025-07-31 0:13,0:29:50,8931,23.0,급속
430,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-30 16:20:00,2025-07-30 17:12,0:51:38,25199,16.0,급속
431,1,한전KDN 본사,58322,완속-007-01,1.0,2025-07-30 12:59:00,2025-07-30 16:03,3:04:02,3305,12.0,완속
432,1,한전KDN 본사,58322,완속-007-01,1.0,2025-07-29 16:47:00,2025-07-30 9:16,16:29:16,14466,16.0,완속
433,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-29 18:47:00,2025-07-29 18:49,0:01:42,714,18.0,급속
434,1,한전KDN 본사,58322,완속-007-01,3.0,2025-07-29 07:51:00,2025-07-29 18:37,10:45:45,4620,7.0,완속
435,1,한전KDN 본사,58322,급속-100-01,2.0,2025-07-29 16:37:00,2025-07-29 16:55,0:17:09,7130,16.0,급속
436,1,한전KDN 본사,58322,급속-100-02,2.0,2025-07-29 16:00:00,2025-07-29 16:22,0:22:46,3976,16.0,급속
437,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-29 15:47:00,2025-07-29 15:58,0:11:19,3858,15.0,급속
438,1,한전KDN 본사,58322,급속-100-02,2.0,2025-07-29 15:45:00,2025-07-29 15:45,0:00:46,194,15.0,급속
439,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-29 15:16:00,2025-07-29 15:42,0:26:44,5660,15.0,급속
440,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-29 14:58:00,2025-07-29 15:30,0:32:24,7904,14.0,급속
441,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-29 08:07:00,2025-07-29 8:42,0:35:28,13977,8.0,급속
442,1,한전KDN 본사,58322,급속-200-01,2.0,2025-07-29 02:59:00,2025-07-29 3:15,0:16:28,6846,2.0,급속
443,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-28 22:49:00,2025-07-28 23:44,0:55:34,23689,22.0,급속
444,1,한전KDN 본사,58322,급속-100-01,2.0,2025-07-28 19:10:00,2025-07-28 19:56,0:45:13,15521,19.0,급속
445,1,한전KDN 본사,58322,급속-100-01,2.0,2025-07-28 17:55:00,2025-07-28 18:18,0:22:45,8251,17.0,급속
446,1,한전KDN 본사,58322,완속-007-01,4.0,2025-07-28 07:25:00,2025-07-28 18:03,10:37:51,2232,7.0,완속
447,1,한전KDN 본사,58322,완속-007-01,1.0,2025-07-28 12:27:00,2025-07-28 17:36,5:08:38,5701,12.0,완속
448,1,한전KDN 본사,58322,완속-007-01,2.0,2025-07-28 07:38:00,2025-07-28 11:55,4:17:07,7464,7.0,완속
449,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-28 09:16:00,2025-07-28 10:02,0:46:19,9312,9.0,급속
450,1,한전KDN 본사,58322,급속-100-01,2.0,2025-07-28 09:21:00,2025-07-28 9:45,0:24:24,5125,9.0,급속
451,1,한전KDN 본사,58322,완속-007-01,1.0,2025-07-24 08:23:00,2025-07-28 9:18,96:55:38,21362,8.0,완속
452,1,한전KDN 본사,58322,급속-200-01,2.0,2025-07-28 03:47:00,2025-07-28 4:11,0:23:48,9899,3.0,급속
453,1,한전KDN 본사,58322,급속-100-02,2.0,2025-07-27 19:14:00,2025-07-27 19:35,0:21:11,10288,19.0,급속
454,1,한전KDN 본사,58322,완속-007-01,3.0,2025-07-26 15:43:00,2025-07-27 14:53,23:09:49,18469,15.0,완속
455,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-27 08:00:00,2025-07-27 8:42,0:41:50,8305,8.0,급속
456,1,한전KDN 본사,58322,급속-200-01,2.0,2025-07-27 02:35:00,2025-07-27 3:12,0:36:58,15191,2.0,급속
457,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-26 22:07:00,2025-07-26 22:40,0:32:36,10361,22.0,급속
458,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-26 16:54:00,2025-07-26 17:13,0:19:03,4006,16.0,급속
459,1,한전KDN 본사,58322,완속-007-01,3.0,2025-07-23 17:13:00,2025-07-26 15:42,70:28:58,3741,17.0,완속
460,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-26 10:21:00,2025-07-26 11:48,1:26:44,9265,10.0,급속
461,1,한전KDN 본사,58322,급속-200-01,2.0,2025-07-26 00:19:00,2025-07-26 0:49,0:30:24,12741,0.0,급속
462,1,한전KDN 본사,58322,완속-007-01,4.0,2025-07-25 08:51:00,2025-07-25 16:56,8:05:38,7406,8.0,완속
463,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-25 15:40:00,2025-07-25 16:10,0:29:45,3321,15.0,급속
464,1,한전KDN 본사,58322,급속-100-02,2.0,2025-07-25 14:48:00,2025-07-25 15:20,0:32:04,10194,14.0,급속
465,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-25 14:38:00,2025-07-25 15:12,0:33:36,8931,14.0,급속
466,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-25 11:53:00,2025-07-25 12:38,0:45:46,5322,11.0,급속
467,1,한전KDN 본사,58322,급속-100-02,2.0,2025-07-25 10:02:00,2025-07-25 10:37,0:34:07,9879,10.0,급속
468,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-25 08:26:00,2025-07-25 9:04,0:37:42,10791,8.0,급속
469,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-24 23:04:00,2025-07-24 23:08,0:03:51,705,23.0,급속
470,1,한전KDN 본사,58322,급속-200-01,2.0,2025-07-24 19:56:00,2025-07-24 20:24,0:28:07,10163,19.0,급속
471,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-24 19:49:00,2025-07-24 20:13,0:23:24,5278,19.0,급속
472,1,한전KDN 본사,58322,완속-007-01,2.0,2025-07-24 15:18:00,2025-07-24 18:15,2:57:04,3317,15.0,완속
473,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-24 12:51:00,2025-07-24 13:39,0:47:46,12383,12.0,급속
474,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-24 12:37:00,2025-07-24 13:04,0:27:49,4622,12.0,급속
475,1,한전KDN 본사,58322,완속-007-01,1.0,2025-07-23 18:46:00,2025-07-24 7:54,13:08:18,13043,18.0,완속
476,1,한전KDN 본사,58322,완속-007-01,2.0,2025-07-23 08:05:00,2025-07-23 18:38,10:32:27,6844,8.0,완속
477,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-23 11:16:00,2025-07-23 11:40,0:24:13,19046,11.0,급속
478,1,한전KDN 본사,58322,급속-100-01,2.0,2025-07-23 11:08:00,2025-07-23 11:35,0:27:25,8258,11.0,급속
479,1,한전KDN 본사,58322,급속-200-01,2.0,2025-07-23 10:20:00,2025-07-23 10:44,0:23:17,12377,10.0,급속
480,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-23 09:08:00,2025-07-23 9:54,0:45:29,14456,9.0,급속
481,1,한전KDN 본사,58322,완속-007-01,3.0,2025-07-22 14:13:00,2025-07-23 9:26,19:13:07,10168,14.0,완속
482,1,한전KDN 본사,58322,완속-007-01,1.0,2025-07-22 19:25:00,2025-07-23 9:18,13:52:11,14447,19.0,완속
483,1,한전KDN 본사,58322,급속-100-02,2.0,2025-07-23 07:50:00,2025-07-23 8:28,0:38:00,19438,7.0,급속
484,1,한전KDN 본사,58322,급속-100-01,2.0,2025-07-22 19:55:00,2025-07-22 20:10,0:15:06,5277,19.0,급속
485,1,한전KDN 본사,58322,완속-007-01,1.0,2025-07-22 15:30:00,2025-07-22 17:46,2:16:01,4889,15.0,완속
486,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-22 12:53:00,2025-07-22 13:38,0:44:39,16843,12.0,급속
487,1,한전KDN 본사,58322,급속-200-01,2.0,2025-07-22 09:36:00,2025-07-22 10:11,0:35:23,14605,9.0,급속
488,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-22 09:22:00,2025-07-22 9:36,0:14:50,7699,9.0,급속
489,1,한전KDN 본사,58322,완속-007-01,1.0,2025-07-21 19:42:00,2025-07-22 8:53,13:10:43,12671,19.0,완속
490,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-22 07:39:00,2025-07-22 8:00,0:21:08,8175,7.0,급속
491,1,한전KDN 본사,58322,완속-007-01,3.0,2025-07-21 17:16:00,2025-07-21 17:27,0:11:12,190,17.0,완속
492,1,한전KDN 본사,58322,완속-007-01,3.0,2025-07-21 17:11:00,2025-07-21 17:13,0:02:31,41,17.0,완속
493,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-21 16:14:00,2025-07-21 16:19,0:05:06,449,16.0,급속
494,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-21 16:11:00,2025-07-21 16:12,0:01:33,171,16.0,급속
495,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-21 16:07:00,2025-07-21 16:08,0:01:00,126,16.0,급속
496,1,한전KDN 본사,58322,완속-007-01,2.0,2025-07-21 07:34:00,2025-07-21 15:57,8:22:54,12163,7.0,완속
497,1,한전KDN 본사,58322,급속-100-01,2.0,2025-07-21 14:13:00,2025-07-21 14:36,0:23:30,5132,14.0,급속
498,1,한전KDN 본사,58322,급속-200-01,2.0,2025-07-21 13:53:00,2025-07-21 14:29,0:35:44,18904,13.0,급속
499,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-21 08:42:00,2025-07-21 9:32,0:49:48,19199,8.0,급속
500,1,한전KDN 본사,58322,완속-007-01,4.0,2025-07-18 10:44:00,2025-07-21 9:16,70:32:02,15455,10.0,완속
501,1,한전KDN 본사,58322,완속-007-01,1.0,2025-07-20 22:35:00,2025-07-21 7:10,8:34:58,16136,22.0,완속
502,1,한전KDN 본사,58322,완속-007-01,5.0,2025-07-19 15:56:00,2025-07-21 6:22,38:26:48,17892,15.0,완속
503,1,한전KDN 본사,58322,완속-007-01,2.0,2025-07-18 10:52:00,2025-07-20 22:34,59:41:10,2480,10.0,완속
504,1,한전KDN 본사,58322,급속-100-01,2.0,2025-07-20 16:47:00,2025-07-20 17:17,0:30:08,7699,16.0,급속
505,1,한전KDN 본사,58322,완속-007-01,5.0,2025-07-10 16:37:00,2025-07-19 15:54,215:17:03,16201,16.0,완속
506,1,한전KDN 본사,58322,급속-100-02,2.0,2025-07-18 10:52:00,2025-07-18 11:20,0:27:44,5909,10.0,급속
507,1,한전KDN 본사,58322,완속-007-01,1.0,2025-07-17 16:59:00,2025-07-18 8:21,15:21:45,25400,16.0,완속
508,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-17 14:17:00,2025-07-17 14:18,0:01:19,208,14.0,급속
509,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-17 14:13:00,2025-07-17 14:15,0:02:09,381,14.0,급속
510,1,한전KDN 본사,58322,완속-007-01,4.0,2025-07-17 07:56:00,2025-07-17 11:51,3:55:00,8310,7.0,완속
511,1,한전KDN 본사,58322,급속-100-01,2.0,2025-07-17 07:57:00,2025-07-17 9:00,1:03:11,26368,7.0,급속
512,1,한전KDN 본사,58322,완속-007-01,3.0,2025-07-17 07:54:00,2025-07-17 7:55,0:00:13,0,7.0,완속
513,1,한전KDN 본사,58322,급속-200-01,2.0,2025-07-17 03:40:00,2025-07-17 4:14,0:33:10,13654,3.0,급속
514,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-16 19:51:00,2025-07-16 20:40,0:48:47,22024,19.0,급속
515,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-16 13:48:00,2025-07-16 14:35,0:47:38,18821,13.0,급속
516,1,한전KDN 본사,58322,완속-007-01,3.0,2025-07-16 11:16:00,2025-07-16 11:16,0:00:05,0,11.0,완속
517,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-16 09:56:00,2025-07-16 10:14,0:18:38,7057,9.0,급속
518,1,한전KDN 본사,58322,완속-007-01,2.0,2025-07-15 10:41:00,2025-07-15 16:59,6:18:23,12638,10.0,완속
519,1,한전KDN 본사,58322,급속-100-02,2.0,2025-07-15 14:50:00,2025-07-15 15:46,0:55:59,21350,14.0,급속
520,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-15 15:31:00,2025-07-15 15:32,0:01:04,218,15.0,급속
521,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-15 15:28:00,2025-07-15 15:29,0:00:56,211,15.0,급속
522,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-15 14:09:00,2025-07-15 14:43,0:33:29,14206,14.0,급속
523,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-15 13:38:00,2025-07-15 14:35,0:56:13,19289,13.0,급속
524,1,한전KDN 본사,58322,급속-100-01,2.0,2025-07-15 13:40:00,2025-07-15 14:08,0:27:05,9608,13.0,급속
525,1,한전KDN 본사,58322,급속-100-02,2.0,2025-07-15 14:06:00,2025-07-15 14:07,0:00:34,190,14.0,급속
526,1,한전KDN 본사,58322,급속-200-01,2.0,2025-07-15 13:42:00,2025-07-15 14:03,0:20:56,4642,13.0,급속
527,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-15 13:43:00,2025-07-15 13:50,0:06:17,1492,13.0,급속
528,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-15 07:04:00,2025-07-15 7:30,0:25:43,10121,7.0,급속
529,1,한전KDN 본사,58322,급속-200-01,2.0,2025-07-14 22:25:00,2025-07-14 23:02,0:36:36,11839,22.0,급속
530,1,한전KDN 본사,58322,완속-007-01,1.0,2025-07-14 07:42:00,2025-07-14 18:06,10:24:34,13437,7.0,완속
531,1,한전KDN 본사,58322,급속-100-01,2.0,2025-07-14 11:38:00,2025-07-14 12:46,1:07:49,6013,11.0,급속
532,1,한전KDN 본사,58322,급속-100-01,2.0,2025-07-14 11:03:00,2025-07-14 11:32,0:29:05,6395,11.0,급속
533,1,한전KDN 본사,58322,완속-007-01,4.0,2025-07-12 15:17:00,2025-07-14 10:25,43:08:12,33068,15.0,완속
534,1,한전KDN 본사,58322,완속-007-01,2.0,2025-07-13 22:58:00,2025-07-14 8:43,9:45:49,6064,22.0,완속
535,1,한전KDN 본사,58322,급속-100-02,2.0,2025-07-14 02:46:00,2025-07-14 3:30,0:43:43,15465,2.0,급속
536,1,한전KDN 본사,58322,완속-007-01,2.0,2025-07-11 15:12:00,2025-07-13 20:37,53:25:08,17982,15.0,완속
537,1,한전KDN 본사,58322,급속-100-02,2.0,2025-07-13 18:07:00,2025-07-13 18:54,0:47:18,12165,18.0,급속
538,1,한전KDN 본사,58322,급속-200-01,2.0,2025-07-13 01:46:00,2025-07-13 2:59,1:13:10,16930,1.0,급속
539,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-12 15:23:00,2025-07-12 16:06,0:42:42,9604,15.0,급속
540,1,한전KDN 본사,58322,급속-100-02,2.0,2025-07-12 15:06:00,2025-07-12 15:44,0:38:18,19421,15.0,급속
541,1,한전KDN 본사,58322,완속-007-01,4.0,2025-07-11 21:48:00,2025-07-12 2:41,4:52:26,9496,21.0,완속
542,1,한전KDN 본사,58322,완속-007-01,4.0,2025-07-11 21:48:00,2025-07-11 21:48,0:00:04,0,21.0,완속
543,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-11 20:36:00,2025-07-11 20:50,0:13:59,9781,20.0,급속
544,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-11 19:01:00,2025-07-11 19:21,0:20:14,14344,19.0,급속
545,1,한전KDN 본사,58322,완속-007-01,2.0,2025-07-11 08:53:00,2025-07-11 14:08,5:14:11,9618,8.0,완속
546,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-11 10:27:00,2025-07-11 11:18,0:50:46,19039,10.0,급속
547,1,한전KDN 본사,58322,완속-007-01,4.0,2025-07-10 09:49:00,2025-07-10 19:13,9:23:37,6333,9.0,완속
548,1,한전KDN 본사,58322,완속-007-01,2.0,2025-07-10 07:58:00,2025-07-10 18:34,10:35:40,15775,7.0,완속
549,1,한전KDN 본사,58322,완속-007-01,1.0,2025-07-10 07:44:00,2025-07-10 11:59,4:14:52,6316,7.0,완속
550,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-10 08:41:00,2025-07-10 9:00,0:18:50,15146,8.0,급속
551,1,한전KDN 본사,58322,급속-100-01,2.0,2025-07-10 07:53:00,2025-07-10 8:59,1:06:03,29463,7.0,급속
552,1,한전KDN 본사,58322,완속-007-01,3.0,2025-07-09 17:49:00,2025-07-10 8:48,14:58:39,5669,17.0,완속
553,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-10 07:18:00,2025-07-10 7:45,0:26:06,13349,7.0,급속
554,1,한전KDN 본사,58322,완속-007-01,2.0,2025-07-09 17:46:00,2025-07-10 7:16,13:30:37,1486,17.0,완속
555,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-09 17:13:00,2025-07-09 17:43,0:30:09,6419,17.0,급속
556,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-09 14:10:00,2025-07-09 15:14,1:03:10,26736,14.0,급속
557,1,한전KDN 본사,58322,완속-007-01,5.0,2025-07-09 10:05:00,2025-07-09 10:06,0:00:39,0,10.0,완속
558,1,한전KDN 본사,58322,완속-007-01,2.0,2025-07-04 18:29:00,2025-07-09 9:38,111:09:22,14652,18.0,완속
559,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-09 08:12:00,2025-07-09 9:01,0:49:06,15271,8.0,급속
560,1,한전KDN 본사,58322,완속-007-01,5.0,2025-07-09 08:54:00,2025-07-09 8:55,0:01:05,18,8.0,완속
561,1,한전KDN 본사,58322,급속-100-02,2.0,2025-07-09 08:01:00,2025-07-09 8:11,0:09:52,1717,8.0,급속
562,1,한전KDN 본사,58322,급속-100-01,2.0,2025-07-09 01:59:00,2025-07-09 2:15,0:15:35,6252,1.0,급속
563,1,한전KDN 본사,58322,완속-007-01,5.0,2025-07-08 13:05:00,2025-07-08 16:30,3:25:43,7571,13.0,완속
564,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-08 14:04:00,2025-07-08 14:56,0:52:26,23769,14.0,급속
565,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-08 11:07:00,2025-07-08 11:46,0:39:04,15091,11.0,급속
566,1,한전KDN 본사,58322,완속-007-01,5.0,2025-07-08 08:51:00,2025-07-08 11:35,2:43:48,5054,8.0,완속
567,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-08 10:52:00,2025-07-08 11:26,0:34:07,15646,10.0,급속
568,1,한전KDN 본사,58322,급속-200-01,2.0,2025-07-08 00:21:00,2025-07-08 0:34,0:13:32,5496,0.0,급속
569,1,한전KDN 본사,58322,급속-100-01,2.0,2025-07-07 22:07:00,2025-07-07 22:46,0:38:56,17363,22.0,급속
570,1,한전KDN 본사,58322,완속-007-01,1.0,2025-07-07 16:40:00,2025-07-07 19:07,2:26:48,5374,16.0,완속
571,1,한전KDN 본사,58322,완속-007-01,5.0,2025-07-07 07:35:00,2025-07-07 18:03,10:28:06,16373,7.0,완속
572,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-07 13:13:00,2025-07-07 14:00,0:46:51,23238,13.0,급속
573,1,한전KDN 본사,58322,급속-100-02,2.0,2025-07-07 12:21:00,2025-07-07 13:19,0:58:03,22128,12.0,급속
574,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-07 12:10:00,2025-07-07 12:35,0:24:51,10732,12.0,급속
575,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-07 11:37:00,2025-07-07 11:55,0:17:52,13477,11.0,급속
576,1,한전KDN 본사,58322,완속-007-01,4.0,2025-07-03 15:28:00,2025-07-07 10:44,91:16:34,18590,15.0,완속
577,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-06 01:33:00,2025-07-06 1:56,0:22:36,9285,1.0,급속
578,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-05 23:21:00,2025-07-05 23:38,0:17:23,6912,23.0,급속
579,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-05 22:20:00,2025-07-05 22:21,0:00:42,100,22.0,급속
580,1,한전KDN 본사,58322,완속-007-01,5.0,2025-07-04 18:20:00,2025-07-05 15:53,21:33:24,22481,18.0,완속
581,1,한전KDN 본사,58322,급속-200-01,2.0,2025-07-05 10:25:00,2025-07-05 10:38,0:13:28,5919,10.0,급속
582,1,한전KDN 본사,58322,급속-100-01,2.0,2025-07-05 01:13:00,2025-07-05 1:26,0:13:01,5257,1.0,급속
583,1,한전KDN 본사,58322,완속-007-01,5.0,2025-07-04 16:40:00,2025-07-04 17:07,0:27:08,0,16.0,완속
584,1,한전KDN 본사,58322,완속-007-01,5.0,2025-07-04 16:37:00,2025-07-04 16:39,0:01:49,0,16.0,완속
585,1,한전KDN 본사,58322,완속-007-01,5.0,2025-07-04 13:12:00,2025-07-04 14:24,1:12:40,2629,13.0,완속
586,1,한전KDN 본사,58322,완속-007-01,1.0,2025-07-04 12:14:00,2025-07-04 13:53,1:38:38,1748,12.0,완속
587,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-04 12:48:00,2025-07-04 13:46,0:58:26,5673,12.0,급속
588,1,한전KDN 본사,58322,완속-007-01,1.0,2025-07-04 08:44:00,2025-07-04 11:40,2:56:24,6203,8.0,완속
589,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-03 20:14:00,2025-07-03 20:20,0:06:31,1360,20.0,급속
590,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-03 19:14:00,2025-07-03 20:03,0:48:43,16007,19.0,급속
591,1,한전KDN 본사,58322,완속-007-01,2.0,2025-07-03 12:43:00,2025-07-03 18:43,5:59:22,8454,12.0,완속
592,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-03 16:32:00,2025-07-03 17:07,0:35:25,7484,16.0,급속
593,1,한전KDN 본사,58322,급속-100-02,2.0,2025-07-03 14:45:00,2025-07-03 15:47,1:02:29,24623,14.0,급속
594,1,한전KDN 본사,58322,완속-007-01,1.0,2025-07-03 14:04:00,2025-07-03 14:06,0:01:58,0,14.0,완속
595,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-03 10:21:00,2025-07-03 10:38,0:17:07,5899,10.0,급속
596,1,한전KDN 본사,58322,급속-100-02,2.0,2025-07-03 09:53:00,2025-07-03 10:12,0:18:48,9716,9.0,급속
597,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-03 08:03:00,2025-07-03 8:49,0:46:42,19140,8.0,급속
598,1,한전KDN 본사,58322,완속-007-01,4.0,2025-07-02 18:26:00,2025-07-03 8:14,13:47:53,23897,18.0,완속
599,1,한전KDN 본사,58322,완속-007-01,1.0,2025-07-02 08:46:00,2025-07-02 19:41,10:54:35,397,8.0,완속
600,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-02 14:47:00,2025-07-02 15:20,0:33:38,15448,14.0,급속
601,1,한전KDN 본사,58322,급속-100-02,2.0,2025-07-02 12:51:00,2025-07-02 13:13,0:21:49,3112,12.0,급속
602,1,한전KDN 본사,58322,완속-007-01,2.0,2025-07-02 11:05:00,2025-07-02 12:54,1:49:14,3877,11.0,완속
603,1,한전KDN 본사,58322,급속-100-02,2.0,2025-07-02 10:06:00,2025-07-02 11:25,1:19:07,14747,10.0,급속
604,1,한전KDN 본사,58322,완속-007-01,2.0,2025-07-02 11:04:00,2025-07-02 11:04,0:00:03,0,11.0,완속
605,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-02 09:58:00,2025-07-02 10:55,0:56:46,31112,9.0,급속
606,1,한전KDN 본사,58322,급속-100-02,1.0,2025-07-02 09:42:00,2025-07-02 10:45,1:03:16,22180,9.0,급속
607,1,한전KDN 본사,58322,완속-007-01,4.0,2025-07-02 08:37:00,2025-07-02 10:08,1:30:56,3185,8.0,완속
608,1,한전KDN 본사,58322,완속-007-01,2.0,2025-07-01 17:41:00,2025-07-02 10:02,16:21:06,9913,17.0,완속
609,1,한전KDN 본사,58322,급속-100-01,1.0,2025-07-02 08:48:00,2025-07-02 9:24,0:36:05,16853,8.0,급속
610,1,한전KDN 본사,58322,급속-200-01,1.0,2025-07-01 22:33:00,2025-07-01 23:24,0:50:42,22291,22.0,급속
611,1,한전KDN 본사,58322,완속-007-01,1.0,2025-07-01 13:36:00,2025-07-01 19:45,6:09:26,1521,13.0,완속
612,1,한전KDN 본사,58322,완속-007-01,5.0,2025-07-01 08:23:00,2025-07-01 17:20,8:56:51,18913,8.0,완속
613,1,한전KDN 본사,58322,급속-100-01,2.0,2025-06-30 18:22:00,2025-06-30 19:49,1:27:06,28679,18.0,급속
614,1,한전KDN 본사,58322,완속-007-01,4.0,2025-06-30 07:48:00,2025-06-30 18:07,10:18:37,12916,7.0,완속
615,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-30 13:08:00,2025-06-30 13:47,0:38:39,18661,13.0,급속
616,1,한전KDN 본사,58322,급속-100-01,1.0,2025-06-30 11:34:00,2025-06-30 12:19,0:44:41,13720,11.0,급속
617,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-30 09:53:00,2025-06-30 10:27,0:33:29,21357,9.0,급속
618,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-30 09:16:00,2025-06-30 9:30,0:14:10,10902,9.0,급속
619,1,한전KDN 본사,58322,급속-200-01,1.0,2025-06-29 16:52:00,2025-06-29 17:06,0:13:43,9063,16.0,급속
620,1,한전KDN 본사,58322,완속-007-01,4.0,2025-06-28 17:43:00,2025-06-29 15:51,22:08:10,15260,17.0,완속
621,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-29 12:40:00,2025-06-29 13:15,0:35:00,10687,12.0,급속
622,1,한전KDN 본사,58322,완속-007-01,3.0,2025-06-28 17:38:00,2025-06-28 17:38,0:00:17,0,17.0,완속
623,1,한전KDN 본사,58322,급속-100-02,1.0,2025-06-28 15:07:00,2025-06-28 15:32,0:24:53,13068,15.0,급속
