soc_now,current_hour,current_month,outside_temperature,charging_type,target_soc,load_score,charging_load,charging_fee,charging_speed,recommended_delay_hour
62,0,6,-7,완속,96,0,680.1240875912408,6223.0,4.638414975272287,0
18,7,4,23,급속,87,0,9891.970802919708,16625.809523809523,0.0,0
89,9,5,27,급속,66,1,16308.61313868613,13502.534246575342,0.0,2
63,19,8,36,완속,63,2,2503.956204379562,13791.07142857143,4.638414975272287,3
40,11,7,6,완속,79,1,971.543795620438,3664.714285714286,4.638414975272287,0
71,23,2,-3,완속,65,0,1732.5766423357663,4524.6,4.638414975272287,0
30,2,1,4,완속,81,0,332.7554744525547,8723.0,4.638414975272287,0
70,13,1,22,완속,80,1,1061.036496350365,6093.153846153846,4.638414975272287,0
18,15,2,6,급속,92,1,21822.481751824816,11311.535714285714,0.0,0
32,3,7,19,급속,79,0,1743.3576642335763,8935.75,0.0,0
36,17,6,13,완속,73,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
40,14,4,10,급속,85,1,21480.14598540146,11760.470588235294,0.0,2
76,19,7,18,완속,75,2,2503.956204379562,13791.07142857143,4.638414975272287,3
39,13,8,20,완속,83,1,1061.036496350365,6093.153846153846,4.638414975272287,0
35,14,5,33,급속,91,1,21480.14598540146,11760.470588235294,0.0,4
61,14,5,19,완속,66,1,1269.0182481751824,5797.65625,4.638414975272287,0
32,14,8,4,완속,93,1,1269.0182481751824,5797.65625,4.638414975272287,0
73,10,1,12,완속,64,1,865.3175182481751,6055.105263157895,4.638414975272287,0
81,9,11,-1,급속,64,1,16308.61313868613,13502.534246575342,0.0,2
50,17,5,27,급속,63,2,20048.029197080294,10052.12,0.0,5
17,16,9,27,완속,89,2,1889.412408759124,8598.652173913044,4.638414975272287,0
88,1,6,-2,완속,81,0,531.7189781021898,0.0,4.638414975272287,0
60,4,4,33,급속,87,0,2609.0510948905107,4826.0,0.0,2
71,2,6,2,급속,85,0,1900.14598540146,9863.0,0.0,0
70,5,10,7,급속,84,0,4160.14598540146,0.0,0.0,0
64,4,1,-3,완속,79,0,126.97080291970804,0.0,4.638414975272287,0
85,17,2,9,완속,82,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
86,2,1,28,완속,95,0,332.7554744525547,8723.0,4.638414975272287,0
20,13,1,-1,급속,78,1,21090.218978102188,12984.285714285714,0.0,2
19,12,12,34,완속,71,1,990.9343065693432,4772.685714285714,4.638414975272287,0
83,21,9,4,완속,65,2,2069.4963503649637,6730.16,4.638414975272287,3
83,7,6,19,완속,73,0,392.536496350365,9388.360655737704,4.638414975272287,0
38,17,8,9,급속,82,2,20048.029197080294,10052.12,0.0,5
48,5,10,32,완속,69,0,135.63138686131387,6856.0,4.638414975272287,0
21,8,5,13,완속,65,1,656.007299270073,6261.8421052631575,4.638414975272287,0
12,17,5,23,완속,61,2,2330.8722627737225,7435.382352941177,4.638414975272287,0
36,5,10,0,급속,61,0,4160.14598540146,0.0,0.0,0
44,18,2,-1,완속,69,2,2701.284671532847,11538.945945945949,4.638414975272287,3
31,17,11,1,급속,85,2,20048.029197080294,10052.12,0.0,5
45,11,9,19,급속,70,1,20353.284671532845,7625.88679245283,0.0,2
87,13,8,0,완속,66,1,1061.036496350365,6093.153846153846,4.638414975272287,0
67,0,4,-8,완속,64,0,680.1240875912408,6223.0,4.638414975272287,0
86,12,7,-1,급속,97,1,21800.729927007294,12676.586206896553,0.0,2
59,2,11,25,급속,70,0,1900.14598540146,9863.0,0.0,0
44,6,3,26,급속,60,0,7192.846715328467,9158.0,0.0,0
88,5,9,-7,급속,69,0,4160.14598540146,0.0,0.0,0
67,10,11,-6,급속,67,1,17989.48905109489,10217.520547945203,0.0,2
45,9,10,2,완속,66,1,764.0474452554745,6252.142857142857,4.638414975272287,0
21,11,1,31,급속,94,1,20353.284671532845,7625.88679245283,0.0,4
81,16,6,-10,완속,64,2,1889.412408759124,8598.652173913044,4.638414975272287,3
84,21,9,37,급속,60,2,9896.496350364963,11003.153846153846,0.0,5
27,14,7,13,급속,67,1,21480.14598540146,11760.470588235294,0.0,2
37,3,1,15,급속,94,0,1743.3576642335763,8935.75,0.0,0
15,17,5,19,급속,87,2,20048.029197080294,10052.12,0.0,0
44,19,12,20,급속,66,2,15616.058394160584,13773.162162162162,0.0,5
40,18,4,6,급속,71,2,17997.080291970804,11109.414634146342,0.0,5
14,22,4,28,급속,94,0,7380.291970802919,14288.8,0.0,0
44,0,7,11,급속,63,0,3240.43795620438,7813.111111111111,0.0,0
38,10,2,4,완속,91,1,865.3175182481751,6055.105263157895,4.638414975272287,0
20,13,5,18,급속,65,1,21090.218978102188,12984.285714285714,0.0,2
11,2,10,18,급속,88,0,1900.14598540146,9863.0,0.0,0
83,7,7,22,완속,86,0,392.536496350365,9388.360655737704,4.638414975272287,0
63,7,12,-9,급속,84,0,9891.970802919708,16625.809523809523,0.0,1
63,1,11,20,급속,72,0,2484.6715328467158,9582.666666666666,0.0,0
74,15,1,33,급속,99,1,21822.481751824816,11311.535714285714,0.0,4
42,20,10,24,급속,60,2,12761.60583941606,13008.4375,0.0,3
33,12,8,32,완속,77,1,990.9343065693432,4772.685714285714,4.638414975272287,0
78,17,2,14,완속,89,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
23,21,8,33,급속,71,2,9896.496350364963,11003.153846153846,0.0,5
34,20,6,0,급속,61,2,12761.60583941606,13008.4375,0.0,3
76,9,7,8,완속,94,1,764.0474452554745,6252.142857142857,4.638414975272287,0
20,8,11,35,급속,87,1,13693.722627737228,11117.287671232876,0.0,2
45,17,2,29,완속,82,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
74,16,2,15,완속,98,2,1889.412408759124,8598.652173913044,4.638414975272287,3
40,1,1,30,완속,68,0,531.7189781021898,0.0,4.638414975272287,0
84,0,4,32,완속,96,0,680.1240875912408,6223.0,4.638414975272287,0
76,3,7,32,완속,94,0,177.32481751824818,0.0,4.638414975272287,0
59,21,2,12,급속,88,2,9896.496350364963,11003.153846153846,0.0,3
61,1,11,-3,급속,67,0,2484.6715328467158,9582.666666666666,0.0,0
67,22,9,13,완속,65,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
26,5,1,31,완속,81,0,135.63138686131387,6856.0,4.638414975272287,0
12,17,11,37,급속,72,2,20048.029197080294,10052.12,0.0,0
52,18,2,22,완속,89,2,2701.284671532847,11538.945945945949,4.638414975272287,3
80,6,2,-1,급속,76,0,7192.846715328467,9158.0,0.0,0
26,17,12,16,완속,92,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
53,5,6,8,완속,72,0,135.63138686131387,6856.0,4.638414975272287,0
58,12,12,-6,급속,73,1,21800.729927007294,12676.586206896553,0.0,2
15,18,6,30,급속,83,2,17997.080291970804,11109.414634146342,0.0,0
84,22,12,2,급속,62,0,7380.291970802919,14288.8,0.0,0
46,14,1,-10,완속,83,1,1269.0182481751824,5797.65625,4.638414975272287,0
19,7,7,25,급속,97,0,9891.970802919708,16625.809523809523,0.0,0
36,16,7,-9,급속,67,2,21504.3795620438,11396.470588235294,0.0,5
40,19,8,31,급속,60,2,15616.058394160584,13773.162162162162,0.0,7
88,15,6,0,급속,88,1,21822.481751824816,11311.535714285714,0.0,2
72,22,10,-6,급속,66,0,7380.291970802919,14288.8,0.0,0
57,1,12,11,완속,61,0,531.7189781021898,0.0,4.638414975272287,0
37,6,3,19,급속,76,0,7192.846715328467,9158.0,0.0,0
18,21,11,10,급속,73,2,9896.496350364963,11003.153846153846,0.0,0
48,13,7,18,급속,87,1,21090.218978102188,12984.285714285714,0.0,2
86,8,12,32,급속,62,1,13693.722627737228,11117.287671232876,0.0,2
14,0,8,37,완속,63,0,680.1240875912408,6223.0,4.638414975272287,0
41,6,3,12,급속,93,0,7192.846715328467,9158.0,0.0,0
56,5,8,-6,완속,72,0,135.63138686131387,6856.0,4.638414975272287,0
31,1,3,36,완속,94,0,531.7189781021898,0.0,4.638414975272287,0
43,23,4,25,급속,99,0,4851.240875912409,5016.0,0.0,0
67,13,1,25,완속,91,1,1061.036496350365,6093.153846153846,4.638414975272287,0
71,22,8,2,완속,69,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
32,0,12,26,완속,60,0,680.1240875912408,6223.0,4.638414975272287,0
54,2,9,19,급속,65,0,1900.14598540146,9863.0,0.0,0
33,15,7,19,완속,84,1,1583.302919708029,7393.829268292683,4.638414975272287,0
37,22,5,2,급속,97,0,7380.291970802919,14288.8,0.0,0
25,2,2,17,완속,63,0,332.7554744525547,8723.0,4.638414975272287,0
45,11,12,-10,완속,95,1,971.543795620438,3664.714285714286,4.638414975272287,0
67,5,12,22,급속,83,0,4160.14598540146,0.0,0.0,0
59,5,5,26,급속,70,0,4160.14598540146,0.0,0.0,0
24,17,6,26,급속,62,2,20048.029197080294,10052.12,0.0,5
49,17,7,-1,완속,90,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
81,7,4,-4,완속,85,0,392.536496350365,9388.360655737704,4.638414975272287,0
64,21,1,24,완속,79,2,2069.4963503649637,6730.16,4.638414975272287,3
51,23,1,3,완속,69,0,1732.5766423357663,4524.6,4.638414975272287,0
86,6,10,5,완속,77,0,228.67518248175185,21824.5,4.638414975272287,1
70,8,1,-2,완속,93,1,656.007299270073,6261.8421052631575,4.638414975272287,0
59,23,5,31,완속,76,0,1732.5766423357663,4524.6,4.638414975272287,0
64,0,11,-2,급속,67,0,3240.43795620438,7813.111111111111,0.0,0
24,10,6,6,완속,63,1,865.3175182481751,6055.105263157895,4.638414975272287,0
42,16,1,14,완속,65,2,1889.412408759124,8598.652173913044,4.638414975272287,3
17,9,9,19,완속,79,1,764.0474452554745,6252.142857142857,4.638414975272287,0
15,22,10,21,급속,78,0,7380.291970802919,14288.8,0.0,0
73,8,4,-6,완속,96,1,656.007299270073,6261.8421052631575,4.638414975272287,0
24,21,9,26,급속,63,2,9896.496350364963,11003.153846153846,0.0,3
71,13,4,5,급속,92,1,21090.218978102188,12984.285714285714,0.0,2
86,22,9,7,완속,70,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
27,1,2,-3,완속,75,0,531.7189781021898,0.0,4.638414975272287,0
20,6,12,-1,완속,87,0,228.67518248175185,21824.5,4.638414975272287,1
79,22,11,24,급속,75,0,7380.291970802919,14288.8,0.0,0
74,16,9,34,완속,92,2,1889.412408759124,8598.652173913044,4.638414975272287,3
59,2,11,-8,완속,71,0,332.7554744525547,8723.0,4.638414975272287,0
56,0,9,-9,완속,79,0,680.1240875912408,6223.0,4.638414975272287,0
82,10,2,-6,완속,91,1,865.3175182481751,6055.105263157895,4.638414975272287,0
14,17,3,17,급속,78,2,20048.029197080294,10052.12,0.0,0
11,22,2,9,급속,65,0,7380.291970802919,14288.8,0.0,0
79,20,12,21,완속,96,2,2199.098540145985,11149.0,4.638414975272287,3
58,6,9,34,급속,83,0,7192.846715328467,9158.0,0.0,2
59,5,7,16,급속,90,0,4160.14598540146,0.0,0.0,0
53,5,7,23,완속,63,0,135.63138686131387,6856.0,4.638414975272287,0
25,23,7,-5,급속,65,0,4851.240875912409,5016.0,0.0,0
61,2,9,-6,급속,98,0,1900.14598540146,9863.0,0.0,0
32,19,1,0,급속,82,2,15616.058394160584,13773.162162162162,0.0,5
28,14,12,36,급속,99,1,21480.14598540146,11760.470588235294,0.0,4
76,17,9,33,완속,93,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
86,4,5,12,급속,74,0,2609.0510948905107,4826.0,0.0,0
71,20,8,-7,완속,81,2,2199.098540145985,11149.0,4.638414975272287,3
48,9,2,36,급속,77,1,16308.61313868613,13502.534246575342,0.0,4
71,6,10,-8,완속,62,0,228.67518248175185,21824.5,4.638414975272287,1
48,19,8,7,완속,70,2,2503.956204379562,13791.07142857143,4.638414975272287,3
55,22,3,14,급속,78,0,7380.291970802919,14288.8,0.0,0
14,16,2,17,완속,78,2,1889.412408759124,8598.652173913044,4.638414975272287,0
65,22,9,-4,완속,71,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
30,8,1,30,급속,77,1,13693.722627737228,11117.287671232876,0.0,0
65,11,12,-9,완속,84,1,971.543795620438,3664.714285714286,4.638414975272287,0
22,2,3,34,급속,96,0,1900.14598540146,9863.0,0.0,2
62,16,2,5,완속,69,2,1889.412408759124,8598.652173913044,4.638414975272287,3
24,7,2,9,급속,94,0,9891.970802919708,16625.809523809523,0.0,1
15,6,12,12,급속,69,0,7192.846715328467,9158.0,0.0,0
29,15,7,16,급속,63,1,21822.481751824816,11311.535714285714,0.0,2
42,2,6,13,완속,80,0,332.7554744525547,8723.0,4.638414975272287,0
30,8,10,13,완속,80,1,656.007299270073,6261.8421052631575,4.638414975272287,0
76,11,5,-7,완속,65,1,971.543795620438,3664.714285714286,4.638414975272287,0
16,14,12,7,완속,88,1,1269.0182481751824,5797.65625,4.638414975272287,0
44,14,8,24,완속,83,1,1269.0182481751824,5797.65625,4.638414975272287,0
64,11,9,20,급속,87,1,20353.284671532845,7625.88679245283,0.0,2
65,8,8,16,급속,72,1,13693.722627737228,11117.287671232876,0.0,0
54,2,8,15,급속,75,0,1900.14598540146,9863.0,0.0,0
13,14,3,19,급속,91,1,21480.14598540146,11760.470588235294,0.0,0
36,11,5,8,급속,85,1,20353.284671532845,7625.88679245283,0.0,2
84,20,3,18,완속,75,2,2199.098540145985,11149.0,4.638414975272287,3
33,14,6,12,완속,83,1,1269.0182481751824,5797.65625,4.638414975272287,0
15,23,5,32,완속,92,0,1732.5766423357663,4524.6,4.638414975272287,0
56,4,6,-9,완속,72,0,126.97080291970804,0.0,4.638414975272287,0
78,7,3,31,급속,89,0,9891.970802919708,16625.809523809523,0.0,3
40,18,10,24,완속,66,2,2701.284671532847,11538.945945945949,4.638414975272287,3
22,16,5,1,급속,99,2,21504.3795620438,11396.470588235294,0.0,5
66,10,2,22,완속,71,1,865.3175182481751,6055.105263157895,4.638414975272287,0
35,21,2,-2,완속,64,2,2069.4963503649637,6730.16,4.638414975272287,3
55,21,8,7,급속,99,2,9896.496350364963,11003.153846153846,0.0,3
46,23,11,30,완속,69,0,1732.5766423357663,4524.6,4.638414975272287,0
26,6,8,20,급속,89,0,7192.846715328467,9158.0,0.0,0
77,19,10,26,급속,80,2,15616.058394160584,13773.162162162162,0.0,5
32,15,3,18,완속,60,1,1583.302919708029,7393.829268292683,4.638414975272287,0
44,6,6,32,완속,73,0,228.67518248175185,21824.5,4.638414975272287,1
58,19,4,20,완속,80,2,2503.956204379562,13791.07142857143,4.638414975272287,3
19,14,11,29,급속,70,1,21480.14598540146,11760.470588235294,0.0,0
53,8,9,13,완속,88,1,656.007299270073,6261.8421052631575,4.638414975272287,0
48,6,12,28,완속,74,0,228.67518248175185,21824.5,4.638414975272287,1
43,6,6,34,완속,78,0,228.67518248175185,21824.5,4.638414975272287,1
35,14,8,-4,급속,75,1,21480.14598540146,11760.470588235294,0.0,2
40,17,12,-6,급속,77,2,20048.029197080294,10052.12,0.0,5
23,3,7,27,완속,84,0,177.32481751824818,0.0,4.638414975272287,0
81,3,3,-2,급속,61,0,1743.3576642335763,8935.75,0.0,0
61,7,2,4,급속,80,0,9891.970802919708,16625.809523809523,0.0,1
37,14,7,16,완속,80,1,1269.0182481751824,5797.65625,4.638414975272287,0
56,6,2,-8,완속,70,0,228.67518248175185,21824.5,4.638414975272287,1
89,21,1,-5,급속,87,2,9896.496350364963,11003.153846153846,0.0,3
81,20,11,-4,완속,95,2,2199.098540145985,11149.0,4.638414975272287,3
26,23,8,16,완속,78,0,1732.5766423357663,4524.6,4.638414975272287,0
86,16,5,11,완속,86,2,1889.412408759124,8598.652173913044,4.638414975272287,3
57,22,1,-2,급속,81,0,7380.291970802919,14288.8,0.0,0
81,8,9,13,완속,75,1,656.007299270073,6261.8421052631575,4.638414975272287,0
49,22,12,26,급속,76,0,7380.291970802919,14288.8,0.0,0
21,13,2,32,완속,65,1,1061.036496350365,6093.153846153846,4.638414975272287,0
69,11,4,-7,완속,84,1,971.543795620438,3664.714285714286,4.638414975272287,0
18,1,9,26,완속,79,0,531.7189781021898,0.0,4.638414975272287,0
56,6,12,32,완속,66,0,228.67518248175185,21824.5,4.638414975272287,1
23,10,4,23,급속,82,1,17989.48905109489,10217.520547945203,0.0,2
56,3,5,15,급속,83,0,1743.3576642335763,8935.75,0.0,0
64,22,12,23,급속,64,0,7380.291970802919,14288.8,0.0,0
13,8,6,33,급속,72,1,13693.722627737228,11117.287671232876,0.0,0
37,19,12,33,완속,89,2,2503.956204379562,13791.07142857143,4.638414975272287,3
13,14,3,1,급속,99,1,21480.14598540146,11760.470588235294,0.0,0
36,3,8,2,완속,74,0,177.32481751824818,0.0,4.638414975272287,0
76,13,10,-2,완속,88,1,1061.036496350365,6093.153846153846,4.638414975272287,0
12,13,1,10,급속,95,1,21090.218978102188,12984.285714285714,0.0,0
89,6,3,12,완속,80,0,228.67518248175185,21824.5,4.638414975272287,1
67,8,8,5,완속,73,1,656.007299270073,6261.8421052631575,4.638414975272287,0
82,16,7,26,급속,79,2,21504.3795620438,11396.470588235294,0.0,5
47,15,10,13,급속,74,1,21822.481751824816,11311.535714285714,0.0,2
73,17,8,25,급속,88,2,20048.029197080294,10052.12,0.0,5
62,20,4,36,완속,81,2,2199.098540145985,11149.0,4.638414975272287,3
60,2,3,35,급속,64,0,1900.14598540146,9863.0,0.0,2
10,14,10,17,급속,80,1,21480.14598540146,11760.470588235294,0.0,0
75,1,1,32,급속,90,0,2484.6715328467158,9582.666666666666,0.0,2
10,8,2,-4,급속,86,1,13693.722627737228,11117.287671232876,0.0,0
81,9,8,37,완속,76,1,764.0474452554745,6252.142857142857,4.638414975272287,0
10,8,10,15,완속,66,1,656.007299270073,6261.8421052631575,4.638414975272287,0
22,6,11,-9,완속,69,0,228.67518248175185,21824.5,4.638414975272287,1
64,1,10,-6,급속,91,0,2484.6715328467158,9582.666666666666,0.0,0
33,6,8,28,급속,91,0,7192.846715328467,9158.0,0.0,0
14,10,11,8,완속,84,1,865.3175182481751,6055.105263157895,4.638414975272287,0
24,12,7,-9,급속,93,1,21800.729927007294,12676.586206896553,0.0,2
59,9,5,18,급속,73,1,16308.61313868613,13502.534246575342,0.0,2
15,16,3,24,완속,67,2,1889.412408759124,8598.652173913044,4.638414975272287,0
14,1,2,8,급속,69,0,2484.6715328467158,9582.666666666666,0.0,0
20,6,8,31,급속,71,0,7192.846715328467,9158.0,0.0,2
46,3,3,20,급속,69,0,1743.3576642335763,8935.75,0.0,0
73,13,6,15,급속,77,1,21090.218978102188,12984.285714285714,0.0,2
87,10,10,-3,완속,98,1,865.3175182481751,6055.105263157895,4.638414975272287,0
25,16,11,6,급속,71,2,21504.3795620438,11396.470588235294,0.0,5
17,3,5,26,급속,65,0,1743.3576642335763,8935.75,0.0,0
13,12,8,11,급속,94,1,21800.729927007294,12676.586206896553,0.0,0
67,8,2,32,급속,84,1,13693.722627737228,11117.287671232876,0.0,2
82,9,7,7,급속,90,1,16308.61313868613,13502.534246575342,0.0,2
48,23,3,33,완속,76,0,1732.5766423357663,4524.6,4.638414975272287,0
43,4,3,34,완속,66,0,126.97080291970804,0.0,4.638414975272287,0
27,10,1,6,완속,89,1,865.3175182481751,6055.105263157895,4.638414975272287,0
15,16,1,20,완속,92,2,1889.412408759124,8598.652173913044,4.638414975272287,0
10,23,7,31,급속,97,0,4851.240875912409,5016.0,0.0,0
62,0,10,-1,급속,62,0,3240.43795620438,7813.111111111111,0.0,0
61,5,9,26,급속,89,0,4160.14598540146,0.0,0.0,0
65,9,3,6,완속,69,1,764.0474452554745,6252.142857142857,4.638414975272287,0
79,1,6,35,완속,76,0,531.7189781021898,0.0,4.638414975272287,0
58,23,3,31,급속,82,0,4851.240875912409,5016.0,0.0,2
84,4,6,21,완속,66,0,126.97080291970804,0.0,4.638414975272287,0
13,4,5,33,완속,66,0,126.97080291970804,0.0,4.638414975272287,0
77,13,9,16,완속,77,1,1061.036496350365,6093.153846153846,4.638414975272287,0
87,16,12,31,완속,72,2,1889.412408759124,8598.652173913044,4.638414975272287,3
50,6,1,-9,완속,82,0,228.67518248175185,21824.5,4.638414975272287,1
50,20,1,9,급속,92,2,12761.60583941606,13008.4375,0.0,3
48,2,10,37,완속,90,0,332.7554744525547,8723.0,4.638414975272287,0
23,16,9,21,완속,90,2,1889.412408759124,8598.652173913044,4.638414975272287,3
51,20,9,20,급속,81,2,12761.60583941606,13008.4375,0.0,3
47,13,2,14,완속,84,1,1061.036496350365,6093.153846153846,4.638414975272287,0
87,23,4,-10,완속,75,0,1732.5766423357663,4524.6,4.638414975272287,0
53,2,5,5,급속,65,0,1900.14598540146,9863.0,0.0,0
62,21,11,8,완속,93,2,2069.4963503649637,6730.16,4.638414975272287,3
70,19,2,7,완속,81,2,2503.956204379562,13791.07142857143,4.638414975272287,3
48,23,4,1,완속,79,0,1732.5766423357663,4524.6,4.638414975272287,0
72,2,8,24,완속,94,0,332.7554744525547,8723.0,4.638414975272287,0
62,21,12,17,완속,68,2,2069.4963503649637,6730.16,4.638414975272287,3
68,1,11,-2,완속,68,0,531.7189781021898,0.0,4.638414975272287,0
40,20,1,36,급속,96,2,12761.60583941606,13008.4375,0.0,5
34,18,3,5,급속,87,2,17997.080291970804,11109.414634146342,0.0,5
45,23,1,4,급속,67,0,4851.240875912409,5016.0,0.0,0
73,14,12,-7,완속,80,1,1269.0182481751824,5797.65625,4.638414975272287,0
41,7,4,-8,완속,65,0,392.536496350365,9388.360655737704,4.638414975272287,0
69,3,3,18,급속,75,0,1743.3576642335763,8935.75,0.0,0
58,22,12,-5,완속,81,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
71,2,9,35,완속,96,0,332.7554744525547,8723.0,4.638414975272287,0
43,20,9,14,완속,95,2,2199.098540145985,11149.0,4.638414975272287,3
62,21,5,22,완속,84,2,2069.4963503649637,6730.16,4.638414975272287,3
10,8,6,14,완속,70,1,656.007299270073,6261.8421052631575,4.638414975272287,0
43,0,2,7,급속,94,0,3240.43795620438,7813.111111111111,0.0,0
81,3,12,31,급속,79,0,1743.3576642335763,8935.75,0.0,2
34,0,8,31,급속,80,0,3240.43795620438,7813.111111111111,0.0,2
33,23,4,13,급속,84,0,4851.240875912409,5016.0,0.0,0
39,14,2,23,급속,95,1,21480.14598540146,11760.470588235294,0.0,2
25,17,9,19,완속,90,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
67,19,2,-7,완속,80,2,2503.956204379562,13791.07142857143,4.638414975272287,3
16,7,5,33,완속,62,0,392.536496350365,9388.360655737704,4.638414975272287,0
75,2,9,26,급속,94,0,1900.14598540146,9863.0,0.0,0
76,15,8,23,급속,79,1,21822.481751824816,11311.535714285714,0.0,2
32,22,8,28,완속,64,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
46,12,7,21,완속,80,1,990.9343065693432,4772.685714285714,4.638414975272287,0
10,7,3,32,완속,89,0,392.536496350365,9388.360655737704,4.638414975272287,0
75,18,5,-5,완속,63,2,2701.284671532847,11538.945945945949,4.638414975272287,3
31,22,5,16,급속,83,0,7380.291970802919,14288.8,0.0,0
74,23,6,11,완속,74,0,1732.5766423357663,4524.6,4.638414975272287,0
75,17,2,32,급속,98,2,20048.029197080294,10052.12,0.0,7
71,6,1,33,완속,90,0,228.67518248175185,21824.5,4.638414975272287,1
31,5,9,29,급속,82,0,4160.14598540146,0.0,0.0,0
84,19,11,34,완속,83,2,2503.956204379562,13791.07142857143,4.638414975272287,3
73,3,5,32,급속,97,0,1743.3576642335763,8935.75,0.0,2
77,23,1,-8,급속,68,0,4851.240875912409,5016.0,0.0,0
34,15,2,17,완속,97,1,1583.302919708029,7393.829268292683,4.638414975272287,0
31,10,6,4,급속,62,1,17989.48905109489,10217.520547945203,0.0,2
34,22,5,0,완속,72,0,1912.2262773722628,6773.142857142857,4.638414975272287,0
44,19,2,2,급속,77,2,15616.058394160584,13773.162162162162,0.0,5
83,10,11,-1,완속,65,1,865.3175182481751,6055.105263157895,4.638414975272287,0
44,1,12,10,급속,99,0,2484.6715328467158,9582.666666666666,0.0,0
43,12,3,16,완속,99,1,990.9343065693432,4772.685714285714,4.638414975272287,0
83,6,9,18,급속,85,0,7192.846715328467,9158.0,0.0,0
88,17,11,-4,완속,76,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
32,15,8,32,완속,72,1,1583.302919708029,7393.829268292683,4.638414975272287,0
89,6,12,16,급속,70,0,7192.846715328467,9158.0,0.0,0
48,11,5,10,급속,64,1,20353.284671532845,7625.88679245283,0.0,2
55,5,11,4,완속,90,0,135.63138686131387,6856.0,4.638414975272287,0
77,1,11,36,완속,85,0,531.7189781021898,0.0,4.638414975272287,0
62,21,5,6,완속,78,2,2069.4963503649637,6730.16,4.638414975272287,3
19,19,12,4,급속,67,2,15616.058394160584,13773.162162162162,0.0,0
51,14,11,1,완속,84,1,1269.0182481751824,5797.65625,4.638414975272287,0
30,23,2,16,급속,66,0,4851.240875912409,5016.0,0.0,0
29,10,12,0,완속,87,1,865.3175182481751,6055.105263157895,4.638414975272287,0
75,20,9,-7,급속,91,2,12761.60583941606,13008.4375,0.0,3
72,4,12,1,완속,92,0,126.97080291970804,0.0,4.638414975272287,0
85,8,9,11,급속,93,1,13693.722627737228,11117.287671232876,0.0,0
68,13,5,5,급속,69,1,21090.218978102188,12984.285714285714,0.0,2
80,4,11,3,급속,80,0,2609.0510948905107,4826.0,0.0,0
75,9,9,4,완속,78,1,764.0474452554745,6252.142857142857,4.638414975272287,0
82,17,6,20,완속,61,2,2330.8722627737225,7435.382352941177,4.638414975272287,3
26,0,8,31,완속,93,0,680.1240875912408,6223.0,4.638414975272287,0
58,10,11,37,완속,60,1,865.3175182481751,6055.105263157895,4.638414975272287,0
55,6,9,9,완속,67,0,228.67518248175185,21824.5,4.638414975272287,1
10,10,3,29,급속,81,1,17989.48905109489,10217.520547945203,0.0,0
47,17,10,35,급속,71,2,20048.029197080294,10052.12,0.0,7
42,14,6,34,완속,99,1,1269.0182481751824,5797.65625,4.638414975272287,0
81,8,8,1,완속,97,1,656.007299270073,6261.8421052631575,4.638414975272287,0
41,23,6,32,완속,71,0,1732.5766423357663,4524.6,4.638414975272287,0
62,0,8,-5,완속,85,0,680.1240875912408,6223.0,4.638414975272287,0
55,6,2,3,급속,72,0,7192.846715328467,9158.0,0.0,0
39,15,7,1,완속,79,1,1583.302919708029,7393.829268292683,4.638414975272287,0
27,19,12,7,급속,79,2,15616.058394160584,13773.162162162162,0.0,5
12,13,2,3,급속,83,1,21090.218978102188,12984.285714285714,0.0,0
26,18,1,19,급속,86,2,17997.080291970804,11109.414634146342,0.0,5
14,18,3,14,완속,99,2,2701.284671532847,11538.945945945949,4.638414975272287,0
60,12,1,4,완속,78,1,990.9343065693432,4772.685714285714,4.638414975272287,0
65,5,5,21,급속,61,0,4160.14598540146,0.0,0.0,0
74,13,3,35,완속,64,1,1061.036496350365,6093.153846153846,4.638414975272287,0
19,4,8,35,완속,91,0,126.97080291970804,0.0,4.638414975272287,0
26,13,6,21,완속,92,1,1061.036496350365,6093.153846153846,4.638414975272287,0
76,4,6,-1,급속,78,0,2609.0510948905107,4826.0,0.0,0
49,10,4,23,완속,71,1,865.3175182481751,6055.105263157895,4.638414975272287,0
67,8,1,-9,급속,63,1,13693.722627737228,11117.287671232876,0.0,0
17,10,4,20,급속,78,1,17989.48905109489,10217.520547945203,0.0,0
11,10,3,23,완속,81,1,865.3175182481751,6055.105263157895,4.638414975272287,0
58,19,1,6,급속,92,2,15616.058394160584,13773.162162162162,0.0,5
71,11,9,-1,완속,91,1,971.543795620438,3664.714285714286,4.638414975272287,0
58,8,4,-8,급속,61,1,13693.722627737228,11117.287671232876,0.0,0
